lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
61.50,230.50,14.00,10.72,9.96,13.32,41.92,56.33,48.83,37.49,28.59,24.20,20.81,17.16
61.50,231.50,15.88,12.00,10.99,12.47,45.31,66.80,59.44,46.03,35.69,30.40,25.49,20.45
61.50,232.50,14.53,10.94,10.02,12.17,42.29,61.59,56.34,44.70,35.58,30.80,25.15,19.70
61.50,233.50,17.67,13.32,12.24,17.41,45.46,61.64,59.87,50.22,42.12,37.42,30.79,24.16
61.50,234.50,16.64,12.58,11.61,18.30,37.09,48.70,51.17,46.58,40.17,35.61,29.38,23.03
61.50,235.50,14.83,11.28,10.48,17.15,31.36,40.70,44.12,41.44,34.60,31.28,26.39,20.78
61.50,236.50,15.57,12.12,11.63,18.24,28.66,35.45,37.57,35.53,31.20,30.13,26.36,21.47
61.50,237.50,13.46,11.10,11.34,16.93,22.59,26.70,26.29,24.01,20.68,20.78,19.45,17.22
61.50,238.50,6.69,5.72,6.43,12.44,15.50,17.65,16.33,13.96,10.96,10.27,9.39,8.62
61.50,239.50,4.77,4.09,4.73,10.47,12.92,15.01,13.74,11.61,8.73,7.92,7.31,6.68
61.50,240.50,4.19,3.61,4.38,9.72,11.72,13.81,12.71,10.86,7.93,6.62,5.85,5.42
61.50,241.50,3.08,2.61,3.38,8.52,9.55,11.44,10.71,9.33,6.81,5.30,4.23,3.61
61.50,242.50,2.78,2.37,3.07,8.28,9.36,10.78,10.20,8.77,6.33,4.89,3.84,3.17
61.50,243.50,3.37,2.83,3.10,6.64,8.31,9.35,8.89,7.88,6.03,5.12,4.31,3.73
61.50,244.50,6.36,5.22,5.32,9.12,12.27,13.61,13.08,11.96,9.70,8.92,7.96,7.06
61.50,245.50,6.60,5.43,5.56,10.02,14.07,15.49,14.62,12.94,10.36,9.21,8.19,7.31
61.50,246.50,4.15,3.43,3.67,8.68,12.11,13.44,12.41,10.54,8.20,6.59,5.33,4.60
61.50,247.50,3.31,2.75,2.96,7.17,10.53,12.09,11.14,9.09,7.09,5.50,4.33,3.70
61.50,248.50,3.99,3.35,3.60,7.33,11.60,13.61,12.49,10.00,7.74,6.18,5.03,4.38
61.50,249.50,4.72,3.96,4.18,7.74,12.04,14.17,13.25,10.85,8.33,6.81,5.71,5.04
61.50,250.50,5.09,4.27,4.43,7.37,12.11,14.69,13.90,11.35,8.57,7.06,5.99,5.31
61.50,251.50,5.70,4.74,4.83,7.57,13.49,16.77,15.94,12.82,9.65,7.88,6.73,5.96
61.50,252.50,7.46,6.07,6.04,7.77,14.94,19.45,18.88,15.40,11.87,10.20,8.93,7.88
61.50,253.50,8.64,6.89,6.73,7.39,14.60,20.17,20.28,16.88,13.39,11.89,10.63,9.29
61.50,254.50,8.34,6.60,6.34,6.40,12.09,16.78,17.86,15.14,12.17,11.15,10.25,9.03
61.50,257.50,13.70,10.97,10.60,10.24,18.10,25.25,28.81,24.96,20.97,18.58,16.74,14.78
61.50,258.50,11.56,9.33,9.10,8.52,15.86,22.29,25.63,21.48,17.71,15.52,13.84,12.31
61.50,259.50,10.79,8.70,8.44,7.82,15.65,21.90,25.28,21.11,16.97,14.73,13.02,11.54
61.50,260.50,10.20,8.20,7.98,7.59,15.88,21.82,25.65,21.49,16.82,14.29,12.53,11.04
62.50,11.50,28.23,21.62,19.97,31.87,77.26,74.51,61.44,49.35,41.45,39.95,36.87,32.52
62.50,24.50,15.34,13.49,16.46,24.44,32.99,29.04,24.61,19.40,15.65,14.79,14.98,14.74
62.50,25.50,14.21,12.15,14.02,21.88,29.65,25.54,21.49,17.25,14.21,13.62,14.04,13.90
62.50,26.50,15.80,13.24,14.88,22.96,31.16,27.12,23.00,18.69,15.74,15.30,15.80,15.66
62.50,27.50,18.87,15.75,17.42,26.14,35.13,30.66,25.86,20.92,17.73,17.45,18.46,18.60
62.50,28.50,23.18,18.84,19.48,30.90,45.12,39.18,32.35,26.03,21.73,21.51,23.32,23.61
62.50,29.50,23.62,18.86,19.08,32.00,51.27,44.92,36.81,29.28,23.90,23.48,25.08,24.76
62.50,30.50,20.92,16.93,17.84,30.63,49.48,43.65,35.72,27.84,22.11,21.16,22.05,21.66
62.50,31.50,18.29,15.12,16.21,27.12,46.05,42.55,35.94,28.17,22.35,20.63,20.08,18.96
62.50,32.50,14.18,11.44,11.48,18.91,37.76,35.18,29.23,22.67,18.12,16.70,16.21,15.10
62.50,33.50,14.97,11.98,12.13,19.63,36.03,33.26,27.99,22.17,18.29,17.43,17.30,16.15
62.50,34.50,17.12,13.30,13.34,22.81,37.82,33.68,28.48,23.35,19.96,20.07,20.57,19.10
62.50,35.50,17.16,13.28,12.96,22.72,40.90,36.69,30.55,24.55,20.37,20.53,20.90,19.12
62.50,36.50,24.20,18.91,18.05,32.00,62.22,57.05,46.72,36.41,29.29,28.85,29.06,26.71
62.50,38.50,18.53,14.25,13.51,26.89,52.40,45.42,35.70,26.74,21.39,21.94,22.85,21.12
62.50,39.50,16.75,12.93,12.36,25.64,52.40,45.80,35.40,26.11,20.29,19.76,20.41,18.97
62.50,40.50,16.90,13.11,12.71,25.23,48.05,43.07,33.80,25.29,19.44,19.26,20.14,18.62
62.50,41.50,16.15,12.62,12.42,23.77,44.74,40.42,31.96,23.89,18.09,17.75,18.60,17.36
62.50,42.50,15.08,11.90,11.98,22.83,41.91,37.94,30.31,22.85,17.34,16.73,17.17,16.09
62.50,43.50,15.76,12.37,12.21,22.48,43.27,40.47,33.05,25.19,19.26,18.30,18.25,16.90
62.50,44.50,17.55,13.59,12.84,22.30,45.13,44.12,36.64,27.83,21.55,20.85,20.71,19.04
62.50,45.50,18.53,14.28,13.26,21.44,44.63,44.94,37.56,28.23,21.80,21.49,21.81,20.19
62.50,46.50,23.54,17.97,16.53,24.97,52.81,54.61,46.48,35.22,27.62,27.49,28.11,25.81
62.50,47.50,21.36,16.23,14.84,21.94,47.57,49.31,41.82,31.54,24.91,24.73,25.38,23.34
62.50,48.50,19.62,14.84,13.45,21.22,46.30,46.48,38.72,28.97,22.75,22.97,23.75,21.74
62.50,49.50,19.51,14.75,13.35,21.63,46.79,46.06,38.25,28.62,22.48,22.84,23.63,21.60
62.50,50.50,21.21,15.93,14.35,21.93,46.37,46.08,38.64,29.28,23.46,24.85,26.05,23.66
62.50,51.50,21.55,16.19,14.66,22.49,45.91,46.35,39.59,30.49,24.84,26.47,27.17,24.17
62.50,52.50,21.39,16.11,14.66,22.82,45.55,47.68,41.80,32.84,27.04,27.60,27.33,24.01
62.50,53.50,25.70,19.27,17.47,27.68,54.78,57.35,49.62,39.07,32.89,33.74,33.20,29.13
62.50,54.50,25.84,19.43,17.72,28.30,56.79,58.15,50.20,39.24,33.16,34.17,33.57,29.41
62.50,55.50,21.49,16.24,14.76,21.41,44.36,47.53,42.00,33.65,28.34,28.97,28.04,24.36
62.50,56.50,26.56,20.13,18.33,26.28,54.96,58.22,50.74,40.56,34.00,34.86,33.97,29.72
62.50,57.50,26.57,19.87,17.84,23.00,52.40,58.80,51.44,41.46,35.45,36.44,34.94,30.04
62.50,58.50,25.71,18.90,16.71,19.46,47.75,60.13,53.46,43.62,37.98,38.25,35.36,29.53
62.50,59.50,18.71,13.82,12.33,15.13,36.23,46.74,42.06,33.91,29.09,28.33,25.63,21.29
62.50,60.50,15.26,11.71,10.87,15.41,31.53,36.48,32.28,25.81,21.36,20.34,18.85,16.46
62.50,61.50,13.86,10.71,10.11,14.52,29.80,34.10,30.27,24.53,19.96,18.63,17.17,14.95
62.50,62.50,12.32,9.46,9.05,13.91,29.86,32.57,27.90,22.32,17.80,16.77,15.47,13.41
62.50,63.50,13.24,9.94,9.20,13.02,32.82,36.86,30.80,24.06,19.07,18.50,17.34,14.90
62.50,64.50,13.65,10.19,9.35,12.60,35.42,40.69,34.25,26.62,20.96,20.18,18.54,15.73
62.50,65.50,14.94,11.36,10.61,13.42,35.30,41.12,35.79,28.79,23.00,21.81,19.82,16.92
62.50,66.50,15.72,12.31,11.91,14.71,31.18,36.52,33.13,27.92,22.55,21.33,19.57,17.21
62.50,67.50,14.40,11.19,10.64,13.92,30.41,35.45,31.17,25.81,20.52,19.77,18.29,15.88
62.50,68.50,13.04,10.29,9.85,11.79,26.91,32.59,29.87,25.18,19.85,18.75,16.71,14.35
62.50,69.50,12.68,9.85,9.31,12.08,29.52,34.50,30.71,25.11,19.71,18.74,16.79,14.29
62.50,70.50,13.24,10.26,9.68,12.23,30.45,34.52,30.71,25.39,20.66,19.74,17.69,14.96
62.50,71.50,13.80,11.03,10.65,11.80,24.11,29.54,29.19,26.01,21.71,20.33,17.90,15.34
62.50,72.50,14.47,11.60,11.22,12.13,24.88,31.05,30.65,27.42,22.85,21.40,18.88,16.26
62.50,73.50,13.77,11.04,10.68,11.43,24.51,30.81,30.54,27.20,22.60,21.02,18.47,15.99
62.50,74.50,13.11,10.44,10.08,10.69,25.77,32.33,31.45,27.46,22.82,21.29,18.73,16.25
62.50,75.50,12.92,10.27,9.88,11.07,26.47,32.57,31.57,27.38,22.87,21.31,18.72,16.20
62.50,76.50,12.84,10.10,9.57,10.81,27.47,34.93,33.69,28.56,23.52,21.72,19.01,16.32
62.50,77.50,13.08,10.20,9.60,10.72,28.80,37.23,35.01,28.90,23.37,21.83,19.45,16.79
62.50,78.50,13.56,10.44,9.75,10.42,29.89,39.71,36.08,29.04,23.25,22.30,20.25,17.63
62.50,79.50,13.57,10.39,9.64,10.18,31.35,42.22,37.48,29.54,23.62,22.70,20.46,17.62
62.50,80.50,14.25,10.99,10.26,10.46,28.03,38.85,35.99,29.89,24.70,23.68,21.10,17.79
62.50,81.50,14.27,10.93,10.14,10.35,28.39,40.18,36.94,30.61,25.18,24.11,21.39,17.95
62.50,82.50,13.85,10.70,9.99,10.10,28.22,39.10,36.31,30.36,25.30,23.74,20.81,17.57
62.50,83.50,15.63,11.92,11.02,11.56,36.14,49.47,44.11,35.62,29.16,27.22,23.94,20.13
62.50,84.50,16.30,12.32,11.27,11.75,39.81,52.72,45.95,36.53,29.87,27.99,24.88,20.86
62.50,85.50,16.96,12.67,11.47,11.95,43.33,57.01,48.79,38.20,31.17,29.47,26.52,22.05
62.50,86.50,20.71,15.08,13.31,14.53,61.30,79.95,64.81,48.78,38.89,37.59,34.34,28.01
62.50,87.50,20.24,14.86,13.23,14.31,57.99,78.31,64.68,49.19,38.99,37.02,33.63,27.42
62.50,88.50,19.96,14.85,13.41,14.96,51.57,71.18,61.29,47.74,38.04,36.15,32.75,26.83
62.50,89.50,20.63,15.39,13.94,17.51,50.00,68.01,59.16,46.78,37.85,36.85,33.67,27.56
62.50,90.50,22.28,16.57,14.96,16.63,46.10,68.74,61.06,48.84,40.11,39.55,36.09,29.47
62.50,91.50,23.47,17.57,15.89,16.28,43.21,67.54,61.16,49.36,41.08,40.67,37.20,30.52
62.50,92.50,24.71,18.58,16.86,15.98,44.67,73.52,67.19,53.73,44.04,42.32,38.21,31.44
62.50,93.50,22.43,16.94,15.43,14.85,43.78,70.64,63.96,50.42,40.45,38.08,34.18,28.17
62.50,94.50,17.46,13.29,12.19,11.50,36.42,60.69,55.17,42.82,32.94,29.43,25.99,21.53
62.50,95.50,14.90,11.45,10.60,9.99,33.29,54.31,49.40,38.00,28.71,24.77,21.31,17.68
62.50,96.50,12.27,9.49,8.85,8.43,29.73,47.79,43.19,32.72,24.29,20.52,17.27,14.31
62.50,97.50,10.54,8.20,7.70,8.49,28.70,42.67,38.29,29.02,21.38,17.66,14.65,12.13
62.50,98.50,8.00,6.27,5.96,7.76,23.48,33.17,29.57,22.42,16.41,13.24,10.79,8.91
62.50,99.50,6.91,5.47,5.31,7.86,21.32,29.64,26.40,19.74,14.38,11.29,9.16,7.59
62.50,100.50,5.81,4.66,4.58,7.74,19.98,27.00,23.89,17.51,12.47,9.70,7.66,6.41
62.50,101.50,5.94,4.83,4.80,8.01,18.19,23.95,21.69,15.94,11.54,9.23,7.50,6.46
62.50,102.50,6.19,5.06,5.05,7.96,17.37,22.84,21.13,15.56,11.43,9.27,7.72,6.76
62.50,103.50,5.96,4.86,4.84,7.96,17.32,22.76,21.43,15.96,11.62,9.22,7.56,6.50
62.50,104.50,5.53,4.52,4.51,8.54,16.55,21.24,19.78,14.74,10.74,8.42,6.94,6.00
62.50,105.50,4.47,3.62,3.66,7.78,14.35,18.68,17.16,12.66,9.22,7.04,5.69,4.82
62.50,106.50,4.41,3.52,3.56,7.26,12.93,17.35,15.98,12.14,9.00,6.99,5.72,4.79
62.50,107.50,3.76,2.97,2.98,6.78,11.64,15.23,13.85,10.39,7.82,6.10,4.95,4.10
62.50,108.50,4.21,3.33,3.35,8.86,13.60,17.07,15.76,11.66,8.99,7.00,5.55,4.59
62.50,109.50,4.55,3.58,3.53,7.82,14.42,18.31,17.33,12.73,9.95,7.72,6.14,5.06
62.50,110.50,6.09,4.83,4.70,8.81,15.04,19.87,19.00,14.86,12.07,10.01,8.22,6.96
62.50,111.50,6.69,5.38,5.33,9.89,14.70,18.78,18.40,14.92,12.79,10.60,8.89,7.64
62.50,112.50,5.58,4.53,4.62,9.48,13.45,17.04,16.64,12.92,11.04,8.91,7.39,6.35
62.50,113.50,4.84,3.99,4.21,9.01,12.10,15.39,14.70,11.43,9.36,7.29,6.05,5.26
62.50,114.50,3.45,2.92,3.38,7.99,10.49,12.94,12.05,9.31,7.25,5.27,4.12,3.63
62.50,115.50,2.20,1.89,2.52,6.80,8.52,10.49,9.62,7.31,5.49,3.64,2.65,2.27
62.50,116.50,1.33,1.12,1.75,5.42,6.71,8.50,7.71,5.91,4.25,2.59,1.77,1.43
62.50,117.50,0.96,0.79,1.27,4.93,6.07,7.59,6.52,5.00,3.62,2.05,1.36,1.06
62.50,118.50,0.68,0.54,0.80,5.00,5.28,6.71,5.69,4.05,3.04,1.61,1.01,0.77
62.50,119.50,0.72,0.57,0.83,5.49,5.27,6.67,5.61,4.21,3.05,1.64,1.07,0.81
62.50,120.50,0.95,0.77,1.09,5.48,5.43,6.88,5.92,4.67,3.38,1.93,1.32,1.04
62.50,121.50,1.20,0.99,1.30,5.48,5.75,7.02,6.32,5.24,3.71,2.25,1.59,1.28
62.50,122.50,1.15,0.96,1.27,5.41,5.45,6.27,5.82,4.83,3.35,2.09,1.48,1.22
62.50,123.50,1.15,0.97,1.28,5.12,4.96,5.37,5.14,4.39,3.07,1.94,1.40,1.19
62.50,124.50,1.26,1.07,1.31,4.67,4.59,4.73,4.85,4.22,3.09,2.03,1.48,1.29
62.50,125.50,1.43,1.22,1.58,4.70,4.29,4.41,4.61,4.06,2.95,1.98,1.58,1.44
62.50,126.50,1.78,1.51,2.12,5.03,4.58,4.40,4.69,4.01,3.04,2.14,1.87,1.75
62.50,127.50,1.57,1.33,1.98,4.76,4.37,4.05,4.22,3.75,2.84,1.89,1.66,1.55
62.50,128.50,1.76,1.47,2.10,4.49,4.17,3.90,4.28,3.81,2.95,2.17,1.94,1.79
62.50,129.50,2.24,1.86,2.39,4.72,4.25,4.20,4.75,4.14,3.48,2.74,2.54,2.32
62.50,130.50,1.43,1.23,1.94,4.07,3.40,3.29,3.89,3.35,2.84,1.80,1.56,1.46
62.50,131.50,1.44,1.26,2.23,4.01,3.99,3.95,4.54,3.76,3.07,1.80,1.52,1.43
62.50,132.50,1.66,1.46,2.23,4.24,4.96,4.84,5.27,4.31,3.36,2.04,1.74,1.64
62.50,133.50,2.81,2.45,3.23,5.36,6.66,6.75,6.76,5.84,4.84,3.21,2.98,2.79
62.50,134.50,5.00,4.28,5.12,7.49,9.18,10.16,9.71,8.43,7.05,5.53,5.39,5.02
62.50,135.50,6.95,5.89,6.68,8.87,10.92,12.13,11.70,10.27,8.71,7.48,7.53,7.05
62.50,136.50,11.50,9.40,9.57,11.27,14.23,17.05,17.34,15.60,13.64,13.28,13.40,12.15
62.50,137.50,18.16,14.02,13.10,13.28,19.35,26.55,29.40,27.31,25.16,26.07,24.74,20.88
62.50,138.50,24.53,18.11,16.24,13.45,22.98,36.84,45.44,43.72,42.39,43.88,38.36,30.26
62.50,139.50,28.20,20.35,17.88,14.03,22.29,41.23,55.78,55.85,55.42,56.21,46.99,35.86
62.50,140.50,30.31,21.86,19.24,15.20,23.57,44.78,60.28,60.34,60.35,60.79,50.43,38.39
62.50,141.50,25.76,18.91,16.93,13.88,22.19,39.07,50.90,51.96,49.85,49.05,41.20,31.95
62.50,142.50,20.18,15.24,14.04,12.51,21.53,32.04,37.95,37.30,33.48,33.41,29.53,23.88
62.50,143.50,16.25,12.30,11.34,10.05,17.47,27.54,32.21,30.92,27.15,26.70,23.49,19.02
62.50,144.50,22.24,16.64,15.16,12.94,23.31,36.98,43.36,41.07,38.56,38.79,33.62,26.80
62.50,145.50,22.17,16.60,15.14,12.77,23.33,35.66,42.52,40.78,37.99,38.36,33.42,26.71
62.50,146.50,16.03,12.23,11.35,9.55,18.88,27.81,32.41,30.43,26.10,25.56,22.88,18.78
62.50,147.50,14.89,11.41,10.64,9.04,18.54,28.02,32.24,29.62,24.99,24.01,21.33,17.49
62.50,148.50,15.15,11.54,10.72,9.29,19.35,32.56,37.17,32.92,28.15,26.46,22.87,18.45
62.50,149.50,13.33,10.18,9.50,8.38,19.94,34.15,36.65,31.05,26.06,24.52,21.15,16.98
62.50,150.50,9.90,7.71,7.34,6.93,20.93,30.58,30.41,25.13,19.76,18.91,16.59,13.45
62.50,151.50,9.10,7.05,6.70,6.38,22.36,33.07,32.90,26.73,20.95,19.43,16.49,13.07
62.50,152.50,6.65,5.21,5.02,5.59,21.33,30.75,29.54,23.32,17.69,15.49,12.88,10.19
62.50,153.50,5.99,4.78,4.67,5.71,19.55,27.31,26.30,20.75,15.70,13.79,11.60,9.32
62.50,154.50,7.35,5.84,5.67,5.59,19.97,28.74,28.92,23.40,18.00,16.19,13.78,11.06
62.50,155.50,9.68,7.57,7.22,6.41,19.82,32.97,34.54,28.22,22.57,20.66,17.44,13.87
62.50,156.50,11.78,9.08,8.53,7.15,19.85,35.82,39.39,33.01,26.84,24.10,20.37,16.17
62.50,157.50,18.49,13.97,12.87,10.58,23.43,51.99,60.59,51.19,42.27,38.09,31.65,24.77
62.50,158.50,18.26,13.91,12.88,10.62,27.51,55.07,59.67,49.01,38.76,34.92,29.73,23.78
62.50,165.50,14.01,10.95,10.43,9.35,30.40,48.83,46.76,37.54,28.61,24.76,21.18,17.66
62.50,166.50,13.57,10.62,10.16,9.09,31.44,49.49,46.66,37.58,28.67,24.00,20.11,16.65
62.50,167.50,13.88,10.88,10.38,9.02,32.61,51.27,47.98,38.80,29.75,24.72,20.46,16.82
62.50,168.50,16.59,12.66,11.74,9.66,32.94,62.12,58.95,46.92,35.98,30.76,25.63,20.59
62.50,169.50,18.20,13.55,12.29,9.83,25.89,69.65,69.48,54.77,42.03,36.22,29.73,23.23
62.50,198.50,17.84,14.89,14.59,16.78,28.07,32.12,29.67,24.71,20.89,20.22,19.83,18.61
62.50,199.50,14.18,12.04,12.03,14.89,25.44,27.94,25.14,20.22,16.75,15.75,15.32,14.43
62.50,200.50,13.30,11.42,11.43,15.54,24.71,26.31,23.49,19.01,15.72,14.46,14.02,13.24
62.50,201.50,10.89,9.63,9.96,14.63,21.87,23.65,20.97,17.00,13.62,11.82,11.15,10.56
62.50,202.50,10.71,9.54,10.05,15.11,21.40,23.00,20.15,16.19,12.92,11.25,10.91,10.48
62.50,203.50,22.95,19.48,19.89,31.72,48.97,50.96,43.58,34.05,27.56,24.86,24.46,23.27
62.50,204.50,26.57,22.17,22.03,38.01,64.77,65.36,54.70,42.20,34.76,31.45,30.47,27.95
62.50,205.50,21.14,18.19,18.16,27.63,47.43,48.95,41.24,32.44,27.60,25.38,24.71,22.46
62.50,206.50,26.55,21.83,21.07,28.21,54.29,56.80,47.96,38.25,34.52,33.75,32.83,29.00
62.50,207.50,9.51,7.36,6.79,8.46,17.10,18.92,16.46,13.92,13.37,13.82,12.95,10.90
62.50,208.50,73.15,54.57,49.20,57.67,117.18,139.99,125.68,112.21,112.08,115.38,104.54,85.15
62.50,209.50,73.53,55.64,50.97,66.88,122.04,132.05,117.78,107.10,105.30,108.14,100.33,84.13
62.50,210.50,53.97,41.66,38.90,50.03,92.06,105.14,98.14,87.84,82.57,79.62,72.76,61.13
62.50,211.50,45.23,34.84,32.61,40.21,66.89,81.87,83.48,78.16,74.36,70.45,62.59,51.91
62.50,212.50,35.47,28.15,27.04,36.69,59.67,70.62,71.92,63.06,57.29,53.37,47.20,39.93
62.50,213.50,7.81,6.49,6.63,11.22,15.73,17.33,17.40,14.31,12.38,10.82,9.71,8.51
62.50,214.50,5.00,4.27,4.60,8.23,9.90,10.79,11.42,9.28,8.05,6.92,6.12,5.49
62.50,215.50,10.78,8.69,8.45,12.11,17.14,19.46,21.35,19.25,17.37,16.06,14.61,12.55
62.50,216.50,21.88,17.05,16.11,19.41,32.08,40.18,44.91,42.33,38.33,36.42,32.45,26.85
62.50,217.50,17.25,13.80,13.48,17.52,27.94,33.70,36.84,33.57,30.13,28.11,25.19,21.26
62.50,218.50,14.96,12.24,12.74,18.52,26.10,30.33,31.75,27.65,25.47,24.69,22.75,19.67
62.50,219.50,7.47,6.34,7.52,10.70,14.42,16.00,15.96,13.71,11.97,11.65,10.95,9.85
62.50,220.50,4.71,4.54,8.34,10.49,10.65,14.43,15.32,11.88,8.54,6.95,6.29,6.16
62.50,221.50,0.71,0.78,3.24,3.24,2.56,5.21,6.47,4.53,2.04,1.10,0.83,0.75
62.50,222.50,1.82,1.75,5.39,5.38,4.92,7.98,8.51,6.63,3.52,2.29,1.87,1.76
62.50,223.50,2.22,2.11,4.76,4.94,5.30,7.25,7.00,5.96,3.53,2.40,2.17,2.09
62.50,224.50,2.16,2.08,4.18,4.14,4.78,6.67,6.23,5.57,3.47,2.25,2.15,2.03
62.50,225.50,1.66,1.56,2.50,3.77,3.88,6.16,5.39,4.67,2.71,1.87,1.69,1.58
62.50,226.50,2.56,2.35,3.19,5.73,6.23,9.12,8.05,6.39,4.19,2.91,2.69,2.46
62.50,227.50,12.45,10.71,12.04,24.37,35.27,46.68,41.43,32.54,23.08,17.28,14.58,12.58
62.50,228.50,29.40,24.15,24.76,41.66,89.92,119.57,107.01,81.60,58.47,45.77,37.30,31.12
62.50,229.50,24.03,19.11,18.60,24.83,70.86,101.35,91.01,69.10,50.22,39.96,32.55,26.60
62.50,230.50,13.98,10.79,10.10,10.66,37.77,61.30,56.81,43.57,32.17,25.58,20.62,16.44
62.50,231.50,17.12,12.96,11.90,11.44,41.89,69.69,66.99,53.00,41.11,33.96,27.37,21.41
62.50,232.50,19.03,14.19,12.88,11.16,40.17,68.39,67.99,57.01,47.75,41.10,32.93,25.28
62.50,233.50,17.89,13.38,12.21,12.07,35.79,56.59,58.26,51.03,43.91,38.60,31.23,24.06
62.50,234.50,15.72,11.89,10.96,15.00,32.41,45.19,46.45,42.38,36.70,32.94,27.02,21.07
62.50,235.50,9.96,7.84,7.56,14.52,24.28,30.78,30.30,26.78,21.53,19.51,16.90,13.82
62.50,236.50,9.11,7.37,7.45,14.41,19.63,24.33,23.75,20.13,16.14,15.76,14.75,12.70
62.50,237.50,9.96,8.29,8.57,13.94,17.35,21.50,21.38,19.08,15.74,15.39,14.61,13.01
62.50,238.50,6.95,5.90,6.30,11.71,12.97,16.28,16.14,14.39,11.68,10.29,9.34,8.47
62.50,239.50,6.62,5.61,5.93,10.79,12.45,15.87,15.66,13.64,10.84,9.55,8.77,8.04
62.50,240.50,6.90,5.86,6.13,10.70,12.23,15.46,15.44,13.73,10.93,9.75,8.99,8.24
62.50,241.50,3.05,2.59,2.72,5.54,5.96,7.74,7.73,7.05,5.62,4.73,3.99,3.54
62.50,242.50,2.68,2.27,2.42,5.44,6.45,8.25,8.16,7.11,5.56,4.47,3.60,3.09
62.50,243.50,2.64,2.25,2.43,5.62,7.20,9.00,8.66,7.25,5.53,4.38,3.46,2.96
62.50,244.50,2.87,2.41,2.58,5.97,8.36,10.04,9.36,7.75,5.73,4.51,3.62,3.10
62.50,245.50,3.43,2.85,3.09,6.89,10.03,11.93,11.16,9.04,6.82,5.39,4.34,3.74
62.50,246.50,3.18,2.65,2.87,6.86,10.37,12.61,11.75,9.25,6.99,5.26,4.15,3.54
62.50,247.50,4.36,3.61,3.77,7.35,11.73,14.87,14.30,11.43,8.81,6.85,5.64,4.86
62.50,248.50,5.55,4.55,4.56,6.89,11.93,15.20,15.22,12.61,10.17,8.38,7.12,6.19
62.50,249.50,5.99,4.95,5.02,7.25,11.79,15.03,15.12,12.61,10.04,8.48,7.41,6.59
62.50,250.50,6.24,5.18,5.24,6.77,11.71,15.27,15.60,12.99,10.00,8.53,7.47,6.74
62.50,251.50,7.94,6.46,6.34,7.16,13.72,18.48,19.22,15.99,12.26,10.72,9.58,8.60
62.50,252.50,7.94,6.28,5.97,5.90,11.47,16.78,17.80,15.05,12.04,11.01,10.00,8.75
62.50,253.50,8.87,6.89,6.44,5.91,11.50,17.41,18.28,15.60,12.99,12.38,11.44,9.87
62.50,254.50,8.23,6.46,6.09,5.62,10.56,16.27,17.44,14.86,12.17,11.36,10.39,9.00
62.50,255.50,7.34,5.84,5.59,5.53,9.52,14.03,15.62,13.56,11.10,9.97,9.00,7.89
62.50,259.50,9.56,7.70,7.45,6.67,12.57,19.50,23.44,19.41,15.57,13.65,11.96,10.42
62.50,260.50,10.32,8.24,7.92,7.20,13.08,20.87,25.47,21.45,16.79,14.75,13.05,11.36
62.50,261.50,10.45,8.33,8.01,7.28,13.06,21.26,25.96,21.72,17.06,14.99,13.28,11.53
62.50,262.50,10.66,8.47,8.10,6.94,11.84,22.15,27.38,23.08,18.37,16.18,14.03,12.06
63.50,15.50,21.99,16.95,17.40,29.85,48.93,46.05,40.69,35.88,31.94,31.05,28.60,25.22
63.50,16.50,24.10,18.26,17.41,29.89,57.09,53.17,45.68,38.18,33.69,33.52,31.74,27.95
63.50,26.50,12.32,10.49,12.12,19.60,28.93,25.84,21.98,17.58,14.44,13.61,13.51,12.66
63.50,27.50,14.39,12.29,14.01,21.03,29.68,26.95,22.96,18.41,15.23,14.48,14.68,14.26
63.50,28.50,15.02,12.96,14.63,22.22,31.19,28.72,24.27,19.30,15.63,14.59,14.79,14.61
63.50,29.50,16.77,13.94,14.82,24.68,39.11,36.76,31.38,25.12,20.17,18.57,18.24,17.25
63.50,30.50,18.10,14.64,14.91,25.83,47.53,44.88,37.82,29.71,23.43,21.31,20.74,19.21
63.50,31.50,15.16,12.25,12.22,20.14,42.78,41.66,34.88,26.77,20.86,18.69,17.64,16.08
63.50,32.50,18.64,15.00,14.89,23.83,52.03,50.81,42.85,33.11,26.00,23.48,22.03,19.98
63.50,33.50,19.11,15.46,15.54,24.34,45.35,45.29,40.10,32.47,26.58,24.66,23.03,20.64
63.50,34.50,19.60,15.73,15.75,25.84,47.91,46.45,40.23,32.32,26.23,24.65,23.43,21.17
63.50,38.50,19.51,15.19,14.64,25.67,47.82,43.90,35.86,27.49,22.40,22.69,23.28,21.69
63.50,39.50,18.40,14.39,14.07,25.14,47.24,43.66,35.81,27.57,22.37,22.04,22.10,20.47
63.50,40.50,17.52,13.86,13.81,24.74,44.81,42.06,34.97,27.37,21.92,21.22,20.93,19.31
63.50,41.50,17.11,13.53,13.54,23.40,43.42,40.84,33.45,25.75,20.15,19.43,19.77,18.60
63.50,42.50,18.32,14.30,13.92,22.62,44.57,43.00,35.15,26.82,20.97,20.26,21.11,20.02
63.50,43.50,23.00,17.81,16.90,24.54,53.91,56.14,46.77,35.77,27.94,26.90,27.39,25.37
63.50,44.50,23.51,18.18,17.08,24.04,53.42,57.60,48.38,36.99,28.98,28.14,28.36,26.17
